customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,risk_category
5423-BHIXO,32,54.2,1739.6,Month-to-month,Electronic check,DSL,Low Risk
7595-EHCDL,32,50.6,1653.45,Month-to-month,Credit card (automatic),DSL,Low Risk
7078-NVFAM,32,35.15,1051.05,Month-to-month,Electronic check,DSL,Low Risk
3043-SUDUA,32,19.9,601.55,Month-to-month,Bank transfer (automatic),No,Low Risk
2171-UDMFD,32,19.45,674.55,Month-to-month,Credit card (automatic),No,Low Risk
6878-GGDWG,32,19.4,641.15,Month-to-month,Bank transfer (automatic),No,Low Risk
0177-PXBAT,33,109.9,3694.7,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
0114-PEGZZ,33,107.55,3645.5,Month-to-month,Electronic check,Fiber optic,Low Risk
8059-UDZFY,33,105.35,3465.05,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
1932-UEDCX,33,100.6,3270.25,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
8709-KRDVL,33,100.0,3320.6,Month-to-month,Electronic check,Fiber optic,Low Risk
9921-EZKBY,33,95.3,3275.15,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2105-PHWON,33,95.0,3008.15,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
7422-WNBTY,33,93.35,3092.0,Month-to-month,Electronic check,Fiber optic,Low Risk
8849-AYPTR,33,91.25,2964.05,Month-to-month,Electronic check,Fiber optic,Low Risk
2495-KZNFB,33,90.65,2989.6,Month-to-month,Electronic check,Fiber optic,Low Risk
5846-QFDFI,33,88.6,2888.7,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
6538-POCHL,33,79.0,2576.8,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2616-UUTFK,33,72.75,2447.45,Month-to-month,Bank transfer (automatic),DSL,Low Risk
4067-HLYQI,33,70.4,2406.1,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
5951-AOFIH,33,66.4,2245.4,Month-to-month,Credit card (automatic),DSL,Low Risk
5478-JJVZK,33,60.9,2033.85,Month-to-month,Mailed check,DSL,Low Risk
2045-BMBTJ,33,59.45,1884.65,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9342-VNIMQ,33,54.65,1665.2,Month-to-month,Bank transfer (automatic),DSL,Low Risk
2519-ERQOJ,33,54.6,1803.7,Month-to-month,Electronic check,DSL,Low Risk
9373-WSLOY,33,50.0,1750.85,Month-to-month,Electronic check,DSL,Low Risk
1518-OMDIK,33,44.55,1462.6,Month-to-month,Credit card (automatic),DSL,Low Risk
5442-BXVND,33,24.25,838.5,Month-to-month,Bank transfer (automatic),No,Low Risk
6147-CBCRA,33,20.05,669.45,Month-to-month,Mailed check,No,Low Risk
9971-ZWPBF,34,108.9,3625.2,Month-to-month,Electronic check,Fiber optic,Low Risk
2697-NQBPF,34,105.35,3540.65,Month-to-month,Electronic check,Fiber optic,Low Risk
2133-TSRRM,34,105.35,3688.6,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2874-YXVVA,34,105.1,3634.8,Month-to-month,Electronic check,Fiber optic,Low Risk
0899-LIIBW,34,100.85,3527.3,Month-to-month,Electronic check,Fiber optic,Low Risk
6116-RFVHN,34,100.45,3414.65,Month-to-month,Electronic check,Fiber optic,Low Risk
4947-DSMXK,34,97.7,3410.0,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9508-ILZDG,34,96.35,3190.25,Month-to-month,Electronic check,Fiber optic,Low Risk
3161-GETRM,34,90.05,3097.0,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
7682-AZNDK,34,89.85,3091.75,Month-to-month,Electronic check,Fiber optic,Low Risk
4636-JGAAI,34,88.85,3000.25,Month-to-month,Mailed check,Fiber optic,Low Risk
5153-RTHKF,34,85.35,2896.6,Month-to-month,Electronic check,Fiber optic,Low Risk
0666-UXTJO,34,85.2,2874.45,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3192-LNKRK,34,84.05,2909.95,Month-to-month,Mailed check,Fiber optic,Low Risk
8695-ARGXZ,34,75.55,2425.4,Month-to-month,Electronic check,Fiber optic,Low Risk
8910-LEDAG,34,71.55,2427.35,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
7594-LZNWR,34,69.15,2275.1,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
0708-SJDIS,34,65.0,2157.5,Month-to-month,Mailed check,DSL,Low Risk
2202-OUTMO,34,60.85,2003.6,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9522-BNTHX,34,56.25,1765.95,Month-to-month,Electronic check,DSL,Low Risk
1730-VFMWO,34,50.2,1815.3,Month-to-month,Bank transfer (automatic),DSL,Low Risk
8148-BPLZQ,34,49.8,1734.2,Month-to-month,Electronic check,DSL,Low Risk
5337-IIWKZ,34,44.85,1442.6,Month-to-month,Electronic check,DSL,Low Risk
6345-HOVES,34,25.05,852.7,Month-to-month,Bank transfer (automatic),DSL,Low Risk
1744-JHKYS,34,24.7,780.2,Month-to-month,Electronic check,No,Low Risk
4803-LBYPN,34,20.8,635.9,Month-to-month,Mailed check,No,Low Risk
6016-LVTJQ,34,20.65,716.4,Month-to-month,Mailed check,No,Low Risk
9860-LISIZ,34,20.35,673.2,Month-to-month,Mailed check,No,Low Risk
3374-PZLXD,34,19.7,675.6,Month-to-month,Mailed check,No,Low Risk
3174-RKMOW,35,109.95,3782.4,Month-to-month,Electronic check,Fiber optic,Low Risk
9137-UIYPG,35,106.9,3756.45,Month-to-month,Electronic check,Fiber optic,Low Risk
4238-JSSWH,35,102.05,3452.55,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
6851-WEFYX,35,100.8,3437.5,Month-to-month,Electronic check,Fiber optic,Low Risk
3588-WSTTJ,35,99.05,3554.6,Month-to-month,Electronic check,Fiber optic,Low Risk
8547-NSBBO,35,96.75,3403.4,Month-to-month,Mailed check,Fiber optic,Low Risk
5302-BDJNT,35,95.5,3418.2,Month-to-month,Electronic check,Fiber optic,Low Risk
6522-YRBXD,35,94.55,3365.4,Month-to-month,Electronic check,Fiber optic,Low Risk
6745-JEFZB,35,91.5,3236.35,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2378-HTWFW,35,91.0,3180.5,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
5886-VLQVU,35,89.85,3161.2,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9470-XCCEM,35,89.65,3161.6,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9450-TRJUU,35,83.15,2848.45,Month-to-month,Electronic check,Fiber optic,Low Risk
9500-LTVBP,35,80.05,2835.9,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3780-DDGSE,35,76.05,2747.2,Month-to-month,Electronic check,DSL,Low Risk
9112-WSNPU,35,70.55,2419.0,Month-to-month,Electronic check,Fiber optic,Low Risk
8980-WQFWL,35,62.1,2096.1,Month-to-month,Electronic check,DSL,Low Risk
8221-EQDGL,35,61.0,2130.45,Month-to-month,Mailed check,DSL,Low Risk
0289-IVARM,35,60.55,1982.6,Month-to-month,Electronic check,DSL,Low Risk
6131-FOYAS,35,59.6,2094.9,Month-to-month,Electronic check,DSL,Low Risk
4504-YOULA,35,59.45,2136.9,Month-to-month,Credit card (automatic),DSL,Low Risk
9853-JFZDU,35,56.85,1861.1,Month-to-month,Electronic check,DSL,Low Risk
4422-QVIJA,35,50.15,1655.35,Month-to-month,Mailed check,DSL,Low Risk
4950-BDEUX,35,49.2,1701.65,Month-to-month,Electronic check,DSL,Low Risk
8450-UYIBU,35,39.85,1434.6,Month-to-month,Electronic check,DSL,Low Risk
2946-KIQSP,35,33.45,1175.85,Month-to-month,Mailed check,DSL,Low Risk
7107-UBYKY,35,25.75,882.55,Month-to-month,Electronic check,No,Low Risk
4163-KIUHY,35,25.6,901.25,Month-to-month,Electronic check,No,Low Risk
2346-DJQTB,35,24.15,812.5,Month-to-month,Electronic check,DSL,Low Risk
9046-DQMTP,35,20.75,739.9,Month-to-month,Bank transfer (automatic),No,Low Risk
5186-PEIZU,35,19.25,617.65,Month-to-month,Bank transfer (automatic),No,Low Risk
8123-QBNAZ,36,104.5,3684.95,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
0396-YCHWO,36,95.4,3474.2,Month-to-month,Electronic check,Fiber optic,Low Risk
5119-KEPFY,36,95.0,3440.25,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
7982-VCELR,36,94.8,3565.65,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1472-TNCWL,36,94.7,3512.5,Month-to-month,Electronic check,Fiber optic,Low Risk
0376-OIWME,36,93.6,3366.05,Month-to-month,Electronic check,Fiber optic,Low Risk
2974-GGUXS,36,91.95,3301.05,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1910-FMXJM,36,80.4,2937.65,Month-to-month,Electronic check,Fiber optic,Low Risk
6092-QZVPP,36,79.2,2854.95,Month-to-month,Credit card (automatic),DSL,Low Risk
4948-WBBKL,36,74.9,2659.45,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
4072-IPYLT,36,51.05,1815.0,Month-to-month,Credit card (automatic),DSL,Low Risk
2908-ZTPNF,36,34.85,1267.2,Month-to-month,Bank transfer (automatic),DSL,Low Risk
7168-HDQHG,36,19.2,702.9,Month-to-month,Bank transfer (automatic),No,Low Risk
5816-QVHRX,37,100.3,3541.4,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1666-JXLKU,37,100.05,3810.55,Month-to-month,Electronic check,Fiber optic,Low Risk
6862-CQUMB,37,96.1,3646.8,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2824-MYYBN,37,95.25,3314.15,Month-to-month,Electronic check,Fiber optic,Low Risk
5982-FPVQN,37,95.15,3532.85,Month-to-month,Electronic check,Fiber optic,Low Risk
7483-IQWIB,37,92.95,3415.25,Month-to-month,Electronic check,Fiber optic,Low Risk
0365-TRTPY,37,91.2,3382.3,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9576-SYUHJ,37,91.15,3369.25,Month-to-month,Electronic check,Fiber optic,Low Risk
9469-WEJBT,37,90.35,3419.3,Month-to-month,Electronic check,Fiber optic,Low Risk
2207-QPJED,37,90.0,3371.75,Month-to-month,Electronic check,Fiber optic,Low Risk
2672-TGEFF,37,88.8,3340.55,Month-to-month,Electronic check,Fiber optic,Low Risk
3714-XPXBW,37,78.9,2976.95,Month-to-month,Credit card (automatic),DSL,Low Risk
9819-FBNSV,37,72.25,2575.45,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
7147-AYBAA,37,70.35,2552.9,Month-to-month,Mailed check,Fiber optic,Low Risk
5151-HQRDG,37,55.05,2030.75,Month-to-month,Mailed check,DSL,Low Risk
7041-TXQJH,37,40.2,1478.85,Month-to-month,Credit card (automatic),DSL,Low Risk
4360-QRAVE,37,36.65,1315.0,Month-to-month,Electronic check,DSL,Low Risk
6509-TSGWN,37,26.45,911.6,Month-to-month,Mailed check,No,Low Risk
2085-JVGAD,37,20.35,697.65,Month-to-month,Bank transfer (automatic),No,Low Risk
2061-VVFST,37,19.5,805.2,Month-to-month,Bank transfer (automatic),No,Low Risk
5917-HBSDW,37,19.35,683.75,Month-to-month,Electronic check,No,Low Risk
2832-KJCRD,38,103.65,3988.5,Month-to-month,Electronic check,Fiber optic,Low Risk
2439-LYPMQ,38,102.6,4009.2,Month-to-month,Electronic check,Fiber optic,Low Risk
3167-SNQPL,38,101.15,3741.85,Month-to-month,Electronic check,Fiber optic,Low Risk
8378-LKJAF,38,101.15,3956.7,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
6075-SLNIL,38,95.1,3691.2,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
5144-TVGLP,38,94.75,3653.0,Month-to-month,Electronic check,Fiber optic,Low Risk
3717-LNXKW,38,91.7,3479.05,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2921-XWDJH,38,83.45,3147.15,Month-to-month,Electronic check,Fiber optic,Low Risk
2240-HSJQD,38,81.85,3141.7,Month-to-month,Mailed check,Fiber optic,Low Risk
3865-QBWSJ,38,80.45,3162.65,Month-to-month,Mailed check,Fiber optic,Low Risk
7459-IMVYU,38,69.95,2657.55,Month-to-month,Electronic check,DSL,Low Risk
9767-FFLEM,38,69.5,2625.25,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
6368-NWMCE,38,68.15,2656.3,Month-to-month,Credit card (automatic),DSL,Low Risk
3038-PQIUY,38,66.15,2522.4,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9555-SAHUZ,38,54.5,2076.05,Month-to-month,Electronic check,DSL,Low Risk
4282-ACRXS,38,24.85,955.75,Month-to-month,Electronic check,DSL,Low Risk
9184-GALIL,38,20.45,781.25,Month-to-month,Mailed check,No,Low Risk
9313-CDOGY,38,19.6,717.3,Month-to-month,Electronic check,No,Low Risk
7048-GXDAY,39,106.4,4040.65,Month-to-month,Electronic check,Fiber optic,Low Risk
0147-ESWWR,39,101.25,3949.15,Month-to-month,Electronic check,Fiber optic,Low Risk
0089-IIQKO,39,99.95,3767.4,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
0420-HLGXF,39,99.75,4036.0,Month-to-month,Electronic check,Fiber optic,Low Risk
9281-OFDMF,39,90.7,3413.25,Month-to-month,Electronic check,Fiber optic,Low Risk
7776-QGYJC,39,81.5,3107.3,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
8149-AIQCG,39,73.15,2730.85,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
8033-ATFAS,39,59.85,2341.5,Month-to-month,Mailed check,DSL,Low Risk
1452-XRSJV,39,51.05,2066.0,Month-to-month,Credit card (automatic),DSL,Low Risk
4450-YOOHP,39,50.65,1905.4,Month-to-month,Credit card (automatic),DSL,Low Risk
8350-NYMVI,39,41.1,1597.05,Month-to-month,Bank transfer (automatic),DSL,Low Risk
7074-STDCN,39,40.6,1494.5,Month-to-month,Electronic check,DSL,Low Risk
2931-SVLTV,40,110.1,4469.1,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3352-ALMCK,40,102.65,4108.15,Month-to-month,Mailed check,Fiber optic,Low Risk
4657-FWVFY,40,96.35,3915.4,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1685-BQULA,40,93.4,3756.4,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
0093-EXYQL,40,91.55,3673.6,Month-to-month,Electronic check,Fiber optic,Low Risk
7586-ZATGZ,40,84.9,3369.05,Month-to-month,Electronic check,Fiber optic,Low Risk
9812-GHVRI,40,83.85,3532.25,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
6080-TCMYC,40,81.2,3292.3,Month-to-month,Electronic check,Fiber optic,Low Risk
0585-EGDDA,40,80.0,3168.75,Month-to-month,Electronic check,Fiber optic,Low Risk
2190-BCXEC,40,78.85,3126.85,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
4826-TZEVA,40,74.8,2971.7,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2985-JUUBZ,40,74.55,3015.75,Month-to-month,Electronic check,DSL,Low Risk
7136-IHZJA,40,71.35,2847.2,Month-to-month,Mailed check,DSL,Low Risk
6873-UDNLD,40,67.45,2731.0,Month-to-month,Electronic check,DSL,Low Risk
4795-WRNVT,40,65.1,2586.0,Month-to-month,Mailed check,DSL,Low Risk
9362-MWODR,40,64.1,2460.35,Month-to-month,Credit card (automatic),DSL,Low Risk
7707-PYBBH,40,61.9,2647.1,Month-to-month,Mailed check,DSL,Low Risk
8017-UVSZU,40,56.6,2379.1,Month-to-month,Credit card (automatic),DSL,Low Risk
9115-YQHGA,40,51.1,2092.9,Month-to-month,Electronic check,DSL,Low Risk
0980-PVMRC,40,50.85,2036.55,Month-to-month,Electronic check,DSL,Low Risk
3391-JSQEW,40,50.15,2058.5,Month-to-month,Mailed check,DSL,Low Risk
2129-ALKBS,40,26.2,1077.5,Month-to-month,Electronic check,No,Low Risk
1222-KJNZD,40,20.4,745.3,Month-to-month,Bank transfer (automatic),No,Low Risk
9822-WMWVG,41,106.5,4282.4,Month-to-month,Electronic check,Fiber optic,Low Risk
2080-CAZNM,41,104.4,4133.95,Month-to-month,Electronic check,Fiber optic,Low Risk
5312-UXESG,41,98.05,3990.6,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2359-KLTEK,41,94.9,3848.0,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
5439-WIKXB,41,94.55,3851.45,Month-to-month,Electronic check,Fiber optic,Low Risk
5274-XHAKY,41,94.3,3893.6,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9053-EJUNL,41,89.2,3645.75,Month-to-month,Electronic check,Fiber optic,Low Risk
9626-VFRGG,41,88.5,3645.05,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2669-QVCRG,41,81.3,3190.65,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3481-JHUZH,41,80.25,3439.0,Month-to-month,Electronic check,Fiber optic,Low Risk
8591-NXRCV,41,74.65,3090.65,Month-to-month,Bank transfer (automatic),DSL,Low Risk
1163-ONYEY,41,74.55,3023.55,Month-to-month,Credit card (automatic),DSL,Low Risk
8728-SKJLR,41,74.25,3089.1,Month-to-month,Electronic check,Fiber optic,Low Risk
3413-CSSTH,41,55.7,2237.55,Month-to-month,Bank transfer (automatic),DSL,Low Risk
6128-AQBMT,41,53.95,2215.4,Month-to-month,Electronic check,DSL,Low Risk
2887-JPYLU,41,45.2,1841.9,Month-to-month,Bank transfer (automatic),DSL,Low Risk
8807-ARQET,41,40.35,1677.85,Month-to-month,Electronic check,DSL,Low Risk
0484-JPBRU,41,25.25,996.45,Month-to-month,Bank transfer (automatic),No,Low Risk
5546-BYZSM,41,20.45,775.6,Month-to-month,Electronic check,No,Low Risk
9919-YLNNG,42,103.8,4327.5,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
2800-QQUSO,42,100.3,4222.95,Month-to-month,Electronic check,Fiber optic,Low Risk
4690-PKDQG,42,95.55,3930.6,Month-to-month,Electronic check,Fiber optic,Low Risk
3951-NJCVI,42,95.05,3944.5,Month-to-month,Electronic check,Fiber optic,Low Risk
2347-WKKAE,42,94.4,4014.6,Month-to-month,Electronic check,Fiber optic,Low Risk
4879-GZLFH,42,92.15,3875.4,Month-to-month,Electronic check,Fiber optic,Low Risk
7621-VPNET,42,85.9,3729.75,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
9003-CPATH,42,79.9,3313.4,Month-to-month,Electronic check,Fiber optic,Low Risk
1307-TVUFB,42,79.35,3344.1,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
8401-EMUWF,42,69.4,3058.3,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9351-LZYGF,42,66.4,2727.8,Month-to-month,Credit card (automatic),DSL,Low Risk
5236-XMZJY,42,59.65,2536.55,Month-to-month,Bank transfer (automatic),DSL,Low Risk
8495-PRWFH,42,55.65,2421.75,Month-to-month,Electronic check,DSL,Low Risk
1097-FSPVW,42,54.55,2455.05,Month-to-month,Credit card (automatic),DSL,Low Risk
6752-APNJL,42,54.5,2301.15,Month-to-month,Mailed check,DSL,Low Risk
3570-YUEKJ,42,49.55,2077.95,Month-to-month,Electronic check,DSL,Low Risk
8644-XYTSV,42,40.15,1626.05,Month-to-month,Bank transfer (automatic),DSL,Low Risk
6743-HHQPF,42,25.1,1097.15,Month-to-month,Credit card (automatic),DSL,Low Risk
1552-TKMXS,42,20.35,869.9,Month-to-month,Credit card (automatic),No,Low Risk
3524-WQDSG,43,99.3,4209.95,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9699-UBQFS,43,94.5,4156.8,Month-to-month,Electronic check,Fiber optic,Low Risk
5461-QKNTN,43,94.3,3953.15,Month-to-month,Electronic check,Fiber optic,Low Risk
4760-THGOT,43,94.1,4107.3,Month-to-month,Electronic check,Fiber optic,Low Risk
5977-CKHON,43,92.55,4039.0,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
5712-AHQNN,43,91.65,3954.1,Month-to-month,Electronic check,Fiber optic,Low Risk
8012-SOUDQ,43,90.25,3838.75,Month-to-month,Electronic check,Fiber optic,Low Risk
2716-GFZOR,43,86.1,3551.65,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
5019-GQVCR,43,84.85,3645.6,Month-to-month,Electronic check,Fiber optic,Low Risk
3503-TYDAY,43,80.45,3398.9,Month-to-month,Electronic check,Fiber optic,Low Risk
2842-BCQGE,43,75.35,3161.4,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
6171-ZTVYB,43,66.25,2907.35,Month-to-month,Bank transfer (automatic),DSL,Low Risk
8100-HZZLJ,43,63.95,2737.05,Month-to-month,Electronic check,DSL,Low Risk
1247-QBVSH,43,50.2,2169.4,Month-to-month,Mailed check,DSL,Low Risk
9839-ETQOE,43,40.45,1912.85,Month-to-month,Electronic check,DSL,Low Risk
7233-IOQNP,43,34.0,1505.35,Month-to-month,Bank transfer (automatic),DSL,Low Risk
5730-RIITO,43,33.45,1500.25,Month-to-month,Credit card (automatic),DSL,Low Risk
1395-OFUWC,43,29.3,1224.05,Month-to-month,Credit card (automatic),DSL,Low Risk
2587-EKXTS,44,111.5,4915.15,Month-to-month,Electronic check,Fiber optic,Low Risk
9168-INPSZ,44,104.15,4495.65,Month-to-month,Electronic check,Fiber optic,Low Risk
2270-CHBFN,44,95.1,4060.55,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
0943-ZQPXH,44,92.95,4122.9,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
8782-LKFPK,44,90.4,4063.0,Month-to-month,Mailed check,Fiber optic,Low Risk
5857-TYBCJ,44,89.2,4040.2,Month-to-month,Electronic check,Fiber optic,Low Risk
9688-YGXVR,44,88.15,3973.2,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1394-SUIUH,44,85.15,3670.5,Month-to-month,Electronic check,Fiber optic,Low Risk
7398-LXGYX,44,84.8,3626.35,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
6896-SRVYQ,44,73.85,3122.4,Month-to-month,Electronic check,Fiber optic,Low Risk
9142-KZXOP,44,68.85,2958.95,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2408-PSJVE,44,61.9,2924.05,Month-to-month,Mailed check,DSL,Low Risk
6103-QCKFX,44,56.25,2419.55,Month-to-month,Bank transfer (automatic),DSL,Low Risk
4385-ZKVNW,44,54.9,2549.1,Month-to-month,Bank transfer (automatic),DSL,Low Risk
0440-QEXBZ,44,50.15,2139.1,Month-to-month,Mailed check,DSL,Low Risk
1051-EQPZR,44,19.6,780.25,Month-to-month,Mailed check,No,Low Risk
9659-QEQSY,45,115.65,5125.5,Month-to-month,Electronic check,Fiber optic,Low Risk
1216-BGTSP,45,108.45,4964.7,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
1833-TCXKK,45,107.75,4882.8,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
9408-HRXRK,45,105.15,4730.9,Month-to-month,Electronic check,Fiber optic,Low Risk
3932-IJWDZ,45,103.65,4747.85,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
3898-GUYTS,45,97.05,4385.05,Month-to-month,Electronic check,Fiber optic,Low Risk
9495-SKLKD,45,95.95,4456.65,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
1608-GMEWB,45,93.9,4200.25,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
6233-HXJMX,45,89.3,4192.15,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
7460-ITWWP,45,86.1,3861.45,Month-to-month,Electronic check,Fiber optic,Low Risk
6563-VNPMN,45,85.7,3778.1,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
8868-GAGIO,45,84.55,3713.95,Month-to-month,Mailed check,Fiber optic,Low Risk
2826-UWHIS,45,81.4,3775.85,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
7925-PNRGI,45,81.3,3541.1,Month-to-month,Mailed check,DSL,Low Risk
6959-GQEGV,45,75.95,3273.8,Month-to-month,Electronic check,DSL,Low Risk
1768-HNVGJ,45,70.05,3062.45,Month-to-month,Electronic check,DSL,Low Risk
5382-TEMLV,45,50.9,2298.55,Month-to-month,Bank transfer (automatic),DSL,Low Risk
2959-EEXWB,45,50.9,2333.85,Month-to-month,Bank transfer (automatic),DSL,Low Risk
7605-SNLQG,45,50.25,2221.55,Month-to-month,Credit card (automatic),DSL,Low Risk
7576-JMYWV,46,110.2,4972.1,Month-to-month,Electronic check,Fiber optic,Low Risk
8818-DOPVL,46,104.45,4863.85,Month-to-month,Electronic check,Fiber optic,Low Risk
8631-WUXGY,46,99.8,4391.25,Month-to-month,Electronic check,Fiber optic,Low Risk
1751-NCDLI,46,98.85,4564.9,Month-to-month,Electronic check,Fiber optic,Low Risk
5575-TPIZQ,46,89.15,4245.55,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3572-UOLYZ,46,84.8,3958.85,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
0239-OXEXL,46,84.25,3847.6,Month-to-month,Mailed check,Fiber optic,Low Risk
7356-IWLFW,46,80.0,3769.7,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
6572-ADKRS,46,74.8,3548.3,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
7128-GGCNO,46,72.8,3249.4,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
7502-BNYGS,46,69.1,3168.0,Month-to-month,Credit card (automatic),DSL,Low Risk
9931-KGHOA,46,55.0,2473.95,Month-to-month,Bank transfer (automatic),DSL,Low Risk
5619-PTMIK,46,53.1,2459.8,Month-to-month,Electronic check,DSL,Low Risk
8671-KKKOS,46,45.55,2062.15,Month-to-month,Electronic check,DSL,Low Risk
3450-WXOAT,46,45.2,2065.15,Month-to-month,Credit card (automatic),DSL,Low Risk
0842-IWYCP,46,44.95,2168.9,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9281-PKKZE,46,43.95,2007.85,Month-to-month,Electronic check,DSL,Low Risk
8741-LQOBK,46,35.05,1620.25,Month-to-month,Bank transfer (automatic),DSL,Low Risk
5468-BPMMO,46,19.6,851.2,Month-to-month,Electronic check,No,Low Risk
5630-IXDXV,47,106.35,4849.1,Month-to-month,Electronic check,Fiber optic,Low Risk
3384-CTMSF,47,104.1,5135.15,Month-to-month,Electronic check,Fiber optic,Low Risk
9079-LWTFD,47,100.75,4669.2,Month-to-month,Mailed check,Fiber optic,Low Risk
0434-CSFON,47,100.5,4707.1,Month-to-month,Electronic check,Fiber optic,Low Risk
4128-ETESU,47,99.7,4747.2,Month-to-month,Electronic check,Fiber optic,Low Risk
3154-CFSZG,47,90.05,4137.2,Month-to-month,Electronic check,Fiber optic,Low Risk
0178-SZBHO,47,87.2,4017.45,Month-to-month,Electronic check,Fiber optic,Low Risk
3452-ABWRL,47,86.05,3865.6,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
2452-SNHFZ,47,75.45,3545.1,Month-to-month,Credit card (automatic),Fiber optic,Low Risk
3537-RYBHH,47,67.45,3252.0,Month-to-month,Credit card (automatic),DSL,Low Risk
9633-DENPU,47,58.6,2723.4,Month-to-month,Bank transfer (automatic),DSL,Low Risk
9308-ANMVE,47,55.3,2654.05,Month-to-month,Electronic check,DSL,Low Risk
3209-ZPKFI,47,54.25,2538.2,Month-to-month,Electronic check,DSL,Low Risk
1171-TYKUR,47,25.4,1139.2,Month-to-month,Electronic check,No,Low Risk
7130-YXBRO,48,111.45,5315.1,Month-to-month,Bank transfer (automatic),Fiber optic,Low Risk
